iter	Passed	Remaining
1662	62860	126136
1663	62904	126111
1664	62928	126045
1665	62972	126020
1666	62976	125916
1667	62981	125812
1668	63029	125794
1669	63056	125735
1670	63088	125685
1671	63128	125653
1672	63136	125556
1673	63153	125477
1674	63158	125374
1675	63169	125283
1676	63205	125241
1677	63244	125208
1678	63260	125126
1679	63279	125051
1680	63304	124989
1681	63310	124890
1682	63399	124952
1683	63439	124919
1684	63486	124901
1685	63491	124798
1686	63528	124759
1687	63559	124709
1688	63607	124692
1689	63653	124670
1690	63676	124604
1691	63720	124579
1692	63748	124522
1693	63781	124475
1694	63800	124402
1695	63834	124356
1696	63865	124305
1697	63886	124236
1698	63929	124209
1699	63946	124130
1700	63963	124054
1701	63998	124010
1702	64031	123964
1703	64047	123884
1704	64053	123787
1705	64105	123776
1706	64136	123727
1707	64141	123625
1708	64149	123531
1709	64155	123434
1710	64164	123341
1711	64207	123314
1712	64230	123248
1713	64273	123222
1714	64312	123186
1715	64381	123210
1716	64446	123225
1717	64465	123153
1718	64495	123100
1719	64502	123004
1720	64541	122970
1721	64581	122936
1722	64628	122918
1723	64675	122898
1724	64681	122802
1725	64686	122702
1726	64727	122672
1727	64733	122573
1728	64759	122514
1729	64799	122481
1730	64830	122432
1731	64862	122384
1732	64894	122337
1733	64909	122256
1734	64946	122219
1735	64952	122122
1736	64997	122099
1737	65047	122086
1738	65070	122021
1739	65086	121944
1740	65128	121915
1741	65134	121819
1742	65143	121728
1743	65151	121636
1744	65189	121600
1745	65197	121507
1746	65232	121465
1747	65238	121371
1748	65243	121273
1749	65276	121228
1750	65283	121134
1751	65319	121093
1752	65356	121057
1753	65419	121066
1754	65423	120969
1755	65444	120899
1756	65450	120805
1757	65483	120760
1758	65500	120685
1759	65509	120597
1760	65526	120522
1761	65544	120450
1762	65573	120397
1763	65579	120304
1764	65601	120239
1765	65624	120176
1766	65631	120082
1767	65684	120075
1768	65720	120035
1769	65745	119975
1770	65751	119881
1771	65794	119856
1772	65832	119820
1773	65839	119728
1774	65860	119661
1775	65888	119608
1776	65893	119512
1777	65907	119433
1778	65922	119356
1779	65963	119326
1780	65994	119278
1781	66021	119224
1782	66030	119135
1783	66071	119105
1784	66128	119105
1785	66168	119073
1786	66199	119026
1787	66252	119016
1788	66305	119008
1789	66310	118914
1790	66372	118922
1791	66425	118914
1792	66439	118834
1793	66445	118742
1794	66489	118717
1795	66494	118623
1796	66501	118533
1797	66550	118518
1798	66588	118482
1799	66596	118393
1800	66639	118366
1801	66690	118355
1802	66739	118340
1803	66776	118302
1804	66805	118252
1805	66839	118209
1806	66880	118179
1807	66938	118179
1808	66956	118107
1809	66962	118016
1810	67003	117987
1811	67011	117898
1812	67045	117855
1813	67050	117764
1814	67062	117682
1815	67090	117630
1816	67142	117620
1817	67169	117565
1818	67194	117507
1819	67209	117431
1820	67224	117356
1821	67274	117342
1822	67320	117322
1823	67389	117340
1824	67438	117324
1825	67452	117248
1826	67477	117190
1827	67513	117150
1828	67554	117121
1829	67584	117071
1830	67590	116982
1831	67596	116892
1832	67631	116851
1833	67653	116788
1834	67683	116739
1835	67723	116707
1836	67766	116682
1837	67810	116657
1838	67815	116565
1839	67870	116560
1840	67885	116485
1841	67924	116452
1842	67974	116438
1843	68016	116409
1844	68030	116333
1845	68072	116306
1846	68100	116254
1847	68140	116222
1848	68187	116202
1849	68216	116152
1850	68241	116094
1851	68249	116009
1852	68273	115950
1853	68281	115864
1854	68295	115790
1855	68301	115701
1856	68319	115632
1857	68350	115584
1858	68354	115493
1859	68474	115597
1860	68494	115532
1861	68503	115448
1862	68518	115374
1863	68562	115349
1864	68567	115259
1865	68572	115169
1866	68612	115137
1867	68656	115112
1868	68675	115047
1869	68710	115007
1870	68716	114918
1871	68762	114898
1872	68769	114811
1873	68804	114772
1874	68833	114721
1875	68849	114651
1876	68859	114570
1877	68865	114481
1878	68882	114413
1879	68930	114396
1880	68976	114374
1881	69026	114359
1882	69070	114335
1883	69110	114303
1884	69155	114280
1885	69196	114252
1886	69227	114205
1887	69241	114130
1888	69286	114107
1889	69310	114050
1890	69336	113995
1891	69363	113943
1892	69368	113855
1893	69375	113769
1894	69390	113698
1895	69509	113796
1896	69628	113893
1897	69665	113858
1898	69669	113768
1899	69677	113684
1900	69706	113635
1901	69775	113651
1902	69790	113579
1903	69851	113582
1904	69901	113567
1905	69927	113512
1906	69930	113422
1907	69951	113359
1908	69995	113334
1909	70029	113293
1910	70072	113267
1911	70095	113208
1912	70126	113163
1913	70149	113103
1914	70186	113067
1915	70217	113021
1916	70255	112987
1917	70294	112954
1918	70330	112917
1919	70348	112850
1920	70391	112823
1921	70430	112791
1922	70474	112765
1923	70495	112704
1924	70507	112629
1925	70614	112705
1926	70623	112623
1927	70668	112601
1928	70693	112544
1929	70729	112506
1930	70759	112459
1931	70820	112462
1932	70877	112458
1933	70944	112468
1934	70992	112450
1935	71037	112427
1936	71102	112435
1937	71155	112424
1938	71206	112410
1939	71255	112392
1940	71268	112319
1941	71317	112301
1942	71323	112215
1943	71348	112161
1944	71389	112130
1945	71400	112053
1946	71446	112031
1947	71469	111974
1948	71492	111915
1949	71545	111904
1950	71649	111972
1951	71767	112063
1952	71782	111991
1953	71791	111913
1954	71821	111864
1955	71857	111828
1956	71881	111770
1957	71925	111745
1958	71965	111713
1959	71994	111665
1960	72019	111610
1961	72044	111555
1962	72049	111469
1963	72089	111437
1964	72099	111359
1965	72107	111279
1966	72141	111238
1967	72146	111152
1968	72155	111072
1969	72161	110989
1970	72214	110977
1971	72269	110969
1972	72295	110915
1973	72309	110845
1974	72353	110819
1975	72380	110768
1976	72386	110685
1977	72390	110599
1978	72417	110546
1979	72466	110529
1980	72520	110520
1981	72615	110572
1982	72722	110642
1983	72779	110636
1984	72785	110553
1985	72799	110482
1986	72827	110431
1987	72869	110404
1988	72917	110385
1989	72957	110352
1990	73003	110329
1991	73042	110297
1992	73097	110287
1993	73129	110245
1994	73167	110209
1995	73204	110173
1996	73225	110113
1997	73253	110063
1998	73275	110004
1999	73281	109921
2000	73328	109901
2001	73341	109829
2002	73346	109745
2003	73355	109667
2004	73402	109645
2005	73408	109563
2006	73413	109480
2007	73430	109414
2008	73474	109389
2009	73499	109334
2010	73508	109257
2011	73561	109246
2012	73592	109201
2013	73598	109118
2014	73603	109035
2015	73620	108970
2016	73628	108891
2017	73650	108833
2018	73680	108787
2019	73689	108710
2020	73694	108627
2021	73702	108549
2022	73761	108545
2023	73815	108535
2024	73820	108451
2025	73825	108369
2026	73830	108286
2027	73842	108215
2028	73847	108132
2029	73853	108050
2030	73880	108000
2031	73934	107991
2032	73975	107961
2033	73980	107879
2034	74029	107861
2035	74035	107779
2036	74078	107753
2037	74083	107672
2038	74120	107636
2039	74151	107592
2040	74156	107510
2041	74160	107427
2042	74208	107408
2043	74213	107326
2044	74243	107280
2045	74248	107199
2046	74256	107122
2047	74281	107069
2048	74331	107052
2049	74379	107033
2050	74404	106981
2051	74417	106911
2052	74444	106861
2053	74493	106844
2054	74538	106820
2055	74543	106739
2056	74588	106716
2057	74633	106692
2058	74662	106644
2059	74669	106566
2060	74703	106528
2061	74734	106483
2062	74807	106500
2063	74829	106443
2064	74866	106408
2065	74900	106369
2066	74922	106312
2067	74936	106245
2068	74942	106165
2069	74984	106137
2070	75032	106117
2071	75037	106038
2072	75062	105985
2073	75087	105933
2074	75130	105907
2075	75150	105848
2076	75164	105780
2077	75179	105714
2078	75250	105727
2079	75281	105683
2080	75296	105617
2081	75309	105548
2082	75314	105469
2083	75319	105389
2084	75343	105336
2085	75350	105259
2086	75358	105183
