iter	Accuracy	Logloss
310	1	0.06809213621
311	1	0.06780668915
312	1	0.06776115704
313	1	0.06741443041
314	1	0.06736761383
315	1	0.06717701377
316	1	0.06675993102
317	1	0.06636537237
318	1	0.06577672676
319	1	0.06542524452
320	1	0.0650560522
321	1	0.0649838595
322	1	0.06463597316
323	1	0.06431250581
324	1	0.06384176694
325	1	0.06337475855
326	1	0.06279693945
327	1	0.06274553009
328	1	0.06233633847
329	1	0.06199034453
330	1	0.06182628525
331	1	0.06123147113
332	1	0.06111419688
333	1	0.06107727486
334	1	0.06085549754
335	1	0.06027664017
336	1	0.06024121894
337	1	0.05993438297
338	1	0.05951948926
339	1	0.0589836411
340	1	0.05867615843
341	1	0.05864259191
342	1	0.0582716009
343	1	0.0577233259
344	1	0.05748751612
345	1	0.05737922055
346	1	0.05719121774
347	1	0.05672912812
348	1	0.05633246318
349	1	0.05619681265
350	1	0.05587140104
351	1	0.05580755974
352	1	0.05556344053
353	1	0.0552747232
354	1	0.05516763293
355	1	0.05503003522
356	1	0.05486176551
357	1	0.05459209127
358	1	0.05408617989
359	1	0.05367900902
360	1	0.05350785162
361	1	0.05335336878
362	1	0.05315272996
363	1	0.05310475332
364	1	0.05300361834
365	1	0.05280336114
366	1	0.05226505309
367	1	0.05205887771
368	1	0.05194159473
369	1	0.05192241393
370	1	0.05169022601
371	1	0.05152290009
372	1	0.05147699345
373	1	0.05113619785
374	1	0.05111127955
375	1	0.05098913728
376	1	0.05078332398
377	1	0.05059924396
378	1	0.05026145329
379	1	0.05013278543
380	1	0.04992848341
381	1	0.04967443901
382	1	0.04926126117
383	1	0.04922105844
384	1	0.04902881698
385	1	0.04851691765
386	1	0.04849677334
387	1	0.04806206331
388	1	0.04771000559
389	1	0.04739728642
390	1	0.0471619257
391	1	0.04690606706
392	1	0.0468869266
393	1	0.04678880384
394	1	0.04676042045
395	1	0.04631955328
396	1	0.04614436667
397	1	0.04592022989
398	1	0.04567592858
399	1	0.04542176131
400	1	0.04526626444
401	1	0.04524864345
402	1	0.04497888264
403	1	0.0449308957
404	1	0.04489804879
405	1	0.04488028364
406	1	0.04477772043
407	1	0.04445586253
408	1	0.04424627168
409	1	0.04422458264
410	1	0.04406273812
411	1	0.04404347255
412	1	0.04386877859
413	1	0.04357848625
414	1	0.04312359753
415	1	0.04280281305
416	1	0.04277073117
417	1	0.0426840256
418	1	0.04264923399
419	1	0.0426098721
420	1	0.04241547148
421	1	0.04227175257
422	1	0.04225579488
423	1	0.04210694712
424	1	0.04180450209
425	1	0.04162892777
426	1	0.04129737559
427	1	0.0411151882
428	1	0.04094290496
429	1	0.04089372131
430	1	0.04073450066
431	1	0.0405168221
432	1	0.04046564681
433	1	0.04043199514
434	1	0.0401065362
435	1	0.03976834938
436	1	0.03952549147
437	1	0.03949306404
438	1	0.03923716018
439	1	0.0391855221
440	1	0.03894021945
441	1	0.03888131554
442	1	0.03885374685
443	1	0.03852591352
444	1	0.03851205807
445	1	0.03831458708
446	1	0.03819269163
447	1	0.03797006892
448	1	0.03794412039
449	1	0.03769708209
450	1	0.03765190299
451	1	0.03763679339
452	1	0.03747051025
453	1	0.03744458326
454	1	0.03742819259
455	1	0.03724265306
456	1	0.03712700786
457	1	0.03700078851
458	1	0.03698646633
459	1	0.03666727324
460	1	0.03665356675
461	1	0.03647389301
462	1	0.03645380418
463	1	0.03621864781
464	1	0.03611255575
465	1	0.03591254352
466	1	0.03574147324
467	1	0.03558917438
468	1	0.03544011658
469	1	0.03543000518
470	1	0.03535245695
471	1	0.03523920287
472	1	0.03496087568
473	1	0.03486304351
474	1	0.0348534692
475	1	0.03484475469
476	1	0.03482605909
477	1	0.03470007527
478	1	0.03442046112
479	1	0.03417200072
480	1	0.03410842845
481	1	0.03383188055
482	1	0.03365748218
483	1	0.03343975798
484	1	0.03329434703
485	1	0.03314487486
486	1	0.03305228647
487	1	0.03291311881
488	1	0.03282854572
489	1	0.03276812543
490	1	0.03273705276
491	1	0.03257771106
492	1	0.03244446241
493	1	0.03230870762
494	1	0.03229840693
495	1	0.03225002766
496	1	0.03222867706
497	1	0.03211022803
498	1	0.03209810877
499	1	0.0320054104
500	1	0.03189517456
501	1	0.03170692674
502	1	0.03169990378
503	1	0.03160087562
504	1	0.03158628166
505	1	0.03136524159
506	1	0.03122250836
507	1	0.03098805572
508	1	0.03092488221
509	1	0.03089880007
510	1	0.03085294234
511	1	0.0306518489
512	1	0.03056018664
513	1	0.03048529718
514	1	0.03045035975
515	1	0.03044312371
516	1	0.03039173053
517	1	0.03017943351
518	1	0.03015602717
519	1	0.02991777604
520	1	0.02990945712
521	1	0.02990271761
522	1	0.02989487142
523	1	0.02988445543
524	1	0.02974565332
525	1	0.02972882105
526	1	0.02955955458
527	1	0.02955173874
528	1	0.02941696072
529	1	0.02922983107
530	1	0.02914345147
531	1	0.02913390117
532	1	0.02892125118
533	1	0.02881464024
534	1	0.02873699877
535	1	0.0285858499
536	1	0.02853036077
537	1	0.02838275886
538	1	0.02836925839
539	1	0.02824696039
540	1	0.02812900548
541	1	0.02801088352
542	1	0.02791510813
543	1	0.02780639452
544	1	0.02760804929
545	1	0.02756004222
546	1	0.0274223184
547	1	0.02740336176
548	1	0.02727189659
549	1	0.02724720115
550	1	0.02705160581
551	1	0.02690176005
552	1	0.02677265826
553	1	0.02660465378
554	1	0.02658200867
555	1	0.02655662024
556	1	0.02650945248
557	1	0.02648943718
558	1	0.02640067521
559	1	0.02639511609
560	1	0.0263246912
561	1	0.02616822903
562	1	0.02608389055
563	1	0.02607610114
564	1	0.02603699407
565	1	0.0259961667
566	1	0.02593888847
567	1	0.02581198807
568	1	0.02575888825
569	1	0.02573414613
570	1	0.02565628241
571	1	0.02555208216
572	1	0.0254958612
573	1	0.02542465268
574	1	0.02533552819
575	1	0.02532714961
576	1	0.02530886013
577	1	0.02530400054
578	1	0.02529933229
579	1	0.02527947977
580	1	0.02524510051
581	1	0.02524310754
582	1	0.02523151283
583	1	0.02521229363
584	1	0.02520765778
585	1	0.02519251159
586	1	0.0251719258
587	1	0.02504223438
588	1	0.02493948344
589	1	0.02487179098
590	1	0.02483480105
591	1	0.02482814906
592	1	0.02480912429
593	1	0.02480201838
594	1	0.02471842169
595	1	0.02470069657
596	1	0.024633187
597	1	0.02454457676
598	1	0.02453592048
599	1	0.02437044256
600	1	0.02426112058
601	1	0.02422041372
602	1	0.02420198426
603	1	0.02414432283
604	1	0.0241106081
605	1	0.02400534197
606	1	0.02391135121
607	1	0.02388504112
608	1	0.02387056762
609	1	0.02379034527
610	1	0.0236622111
611	1	0.02359876604
612	1	0.02359289161
613	1	0.02356520063
614	1	0.0234670512
615	1	0.02341754376
616	1	0.02330110258
617	1	0.0232956127
618	1	0.0232478086
619	1	0.0232197841
620	1	0.02321324465
621	1	0.02311495621
622	1	0.02301269606
623	1	0.02285992205
624	1	0.02284296277
625	1	0.02276791111
626	1	0.02276063957
627	1	0.02271888898
628	1	0.02257657719
629	1	0.02251034288
630	1	0.02246808219
631	1	0.02240183983
632	1	0.02234182466
633	1	0.02225682929
634	1	0.02218609041
635	1	0.02212235281
636	1	0.02203804417
637	1	0.02199785372
638	1	0.02187203899
639	1	0.02180598619
640	1	0.02169377262
641	1	0.02159888399
642	1	0.02155315311
643	1	0.02148102113
644	1	0.02146450793
645	1	0.02140927383
646	1	0.02136979915
647	1	0.02132321168
648	1	0.02128663915
649	1	0.02122110698
650	1	0.02117381701
651	1	0.02106227248
652	1	0.02098286301
653	1	0.02093307884
654	1	0.02092758988
655	1	0.02092235324
656	1	0.02087384289
657	1	0.02083096012
658	1	0.02076661017
659	1	0.02065087928
660	1	0.02056887856
661	1	0.02048420685
662	1	0.02040341778
663	1	0.02038501248
664	1	0.02031466196
665	1	0.02024704408
666	1	0.02020643786
667	1	0.02019963654
668	1	0.02014103418
669	1	0.02013695665
670	1	0.02008401801
671	1	0.02007001676
672	1	0.0200325727
673	1	0.0199870403
674	1	0.01988214155
675	1	0.01972671233
676	1	0.0196982855
677	1	0.0196318372
678	1	0.01956036848
679	1	0.01948888132
680	1	0.01938320252
681	1	0.01937391321
682	1	0.01933391612
683	1	0.01925071477
684	1	0.01922399146
685	1	0.01919835404
686	1	0.01919457459
687	1	0.01914438019
688	1	0.01907097705
689	1	0.01905942543
690	1	0.01905582861
691	1	0.01899479759
692	1	0.01892869248
693	1	0.0188387055
694	1	0.01874029306
695	1	0.01871796835
696	1	0.01870905054
697	1	0.01862579757
698	1	0.0185606999
699	1	0.01844547597
700	1	0.01839253044
701	1	0.01835048725
702	1	0.01829896759
703	1	0.01826491301
704	1	0.01820869538
705	1	0.01819550715
706	1	0.01817564483
707	1	0.01811598353
708	1	0.01809008924
709	1	0.01805685513
710	1	0.01805349778
711	1	0.01795839583
712	1	0.01790268501
713	1	0.01790039564
714	1	0.01787701904
715	1	0.01784620785
716	1	0.01780477977
717	1	0.01779665981
718	1	0.01779342919
719	1	0.01778607769
720	1	0.01778464035
721	1	0.01777894034
722	1	0.01775369826
723	1	0.0177075511
724	1	0.01764109533
725	1	0.01761107392
726	1	0.01756181273
727	1	0.01750854225
728	1	0.01749869762
729	1	0.01748926132
730	1	0.01748925417
731	1	0.01747985519
732	1	0.01744415343
733	1	0.01744097434
734	1	0.01741831649
735	1	0.01737601023
736	1	0.01733555602
737	1	0.01733555602
738	1	0.01728779404
739	1	0.01727871369
740	1	0.01725778122
741	1	0.01722013823
742	1	0.0171583086
743	1	0.01712050638
744	1	0.01708280657
745	1	0.01702572832
746	1	0.0170257151
747	1	0.01694656076
748	1	0.01694580505
749	1	0.01693556537
750	1	0.0169272886
751	1	0.01687298715
752	1	0.01682071891
753	1	0.01676693673
754	1	0.01676402184
755	1	0.01672287757
756	1	0.01666105433
757	1	0.01665068387
758	1	0.01657907673
759	1	0.01653335622
760	1	0.01647200296
761	1	0.01643473098
762	1	0.01643190092
763	1	0.0164023346
764	1	0.01637848488
765	1	0.01636198576
766	1	0.01633070712
767	1	0.01632889969
768	1	0.01631511961
769	1	0.01627675816
770	1	0.01624130951
771	1	0.01617833372
772	1	0.01615184971
773	1	0.01609045481
774	1	0.01601261807
775	1	0.01596002832
776	1	0.01587976681
777	1	0.01584750761
778	1	0.01581190791
779	1	0.01580164917
780	1	0.01577984828
781	1	0.01577727693
782	1	0.01570917428
783	1	0.01565243044
784	1	0.01562322516
785	1	0.01560313107
786	1	0.01558965455
787	1	0.01558352456
788	1	0.01557517023
789	1	0.01555561181
790	1	0.01554073082
791	1	0.01551837271
792	1	0.01551582146
793	1	0.01544962861
794	1	0.01540396963
795	1	0.01537503059
796	1	0.01537251828
797	1	0.01534468332
798	1	0.01530251122
799	1	0.01526185791
800	1	0.01520520416
801	1	0.0151882629
802	1	0.01515358765
803	1	0.01515355626
804	1	0.01514554789
805	1	0.01514309255
806	1	0.01509005616
807	1	0.01508187335
808	1	0.01508172285
809	1	0.01505301486
810	1	0.01504296381
811	1	0.01501458704
812	1	0.01498475306
813	1	0.01496445466
814	1	0.01495304793
815	1	0.01491871615
816	1	0.01488632833
817	1	0.0148184901
818	1	0.01477253402
819	1	0.0147366063
820	1	0.01473102079
821	1	0.01470940177
822	1	0.01469114145
823	1	0.01467363038
824	1	0.0146197721
825	1	0.01461233142
826	1	0.014585324
827	1	0.01455440453
828	1	0.01452138432
829	1	0.01450121332
830	1	0.01445530699
831	1	0.01439506045
832	1	0.01435117593
833	1	0.01430758633
834	1	0.01421596081
835	1	0.01419454412
836	1	0.01416633671
837	1	0.01413473841
838	1	0.01410412589
839	1	0.01409842434
840	1	0.01407974626
841	1	0.0140756764
842	1	0.01405530312
843	1	0.01404535634
844	1	0.014015797
845	1	0.01400168167
846	1	0.0139752127
847	1	0.01395823712
848	1	0.01395815869
849	1	0.01395211525
850	1	0.01394839924
851	1	0.01394103945
852	1	0.01393600223
853	1	0.0139270523
854	1	0.01389906463
855	1	0.01387283387
856	1	0.01383222153
857	1	0.01380202089
858	1	0.01375959957
859	1	0.01375265458
860	1	0.01373381107
861	1	0.01371415565
862	1	0.01370977938
863	1	0.01364856091
864	1	0.01362266027
865	1	0.01361863072
866	1	0.01359175194
867	1	0.01358490889
868	1	0.01357661112
869	1	0.01357075767
870	1	0.01354044182
871	1	0.01350483653
872	1	0.0134703708
873	1	0.01344716819
874	1	0.01342502885
875	1	0.01340254308
876	1	0.0133870546
877	1	0.01336661237
878	1	0.01336661154
879	1	0.01332848137
880	1	0.01329074462
881	1	0.01326958005
882	1	0.01322175599
883	1	0.01319664521
884	1	0.01319615719
885	1	0.01313133637
886	1	0.01309547733
887	1	0.01307023525
888	1	0.01307008828
889	1	0.01306501672
890	1	0.01305926229
891	1	0.01305923445
892	1	0.01305463753
893	1	0.01304703126
894	1	0.01304572384
895	1	0.01304046626
896	1	0.01301503697
897	1	0.01301434836
898	1	0.01298929556
899	1	0.01296341354
900	1	0.01294527488
901	1	0.01293744492
902	1	0.01293212007
903	1	0.0129015344
904	1	0.01288137703
905	1	0.01286941584
906	1	0.01284603324
907	1	0.0128050546
908	1	0.01279677538
909	1	0.01277866992
910	1	0.01277699339
911	1	0.01275378058
912	1	0.01273914174
913	1	0.0127342098
914	1	0.01272713436
915	1	0.01268929083
916	1	0.01268929083
917	1	0.01266843235
918	1	0.01264436732
919	1	0.0126219122
920	1	0.01255751957
921	1	0.01254014876
922	1	0.01252817096
923	1	0.01250496903
924	1	0.01249187512
925	1	0.01246393197
926	1	0.01240598943
927	1	0.01238076666
928	1	0.01236691106
929	1	0.01234919941
930	1	0.01234918998
931	1	0.01234337008
932	1	0.0123220498
933	1	0.01231382559
934	1	0.01231263627
935	1	0.01230427847
936	1	0.01229774392
937	1	0.01228572891
938	1	0.01227398532
939	1	0.01225796427
940	1	0.01224431444
941	1	0.01223763383
942	1	0.01223002774
943	1	0.01220893553
944	1	0.01220435309
945	1	0.01218094086
946	1	0.01217763173
947	1	0.01216828954
948	1	0.01216823037
949	1	0.01214582932
950	1	0.01213285049
951	1	0.01213283308
952	1	0.01210958466
953	1	0.01210035389
954	1	0.01207985411
955	1	0.01205219482
956	1	0.01201079
957	1	0.01200275615
958	1	0.0119813904
959	1	0.01195653069
960	1	0.01195184284
961	1	0.01194994781
962	1	0.01193084998
963	1	0.01192976555
964	1	0.01190740405
965	1	0.01189968393
966	1	0.01189282635
967	1	0.01187949533
968	1	0.01186007491
969	1	0.01184534964
970	1	0.01183053711
971	1	0.01179241953
972	1	0.0117790978
973	1	0.01176220123
974	1	0.01176219025
975	1	0.01176217927
976	1	0.01173675617
977	1	0.0116997321
978	1	0.01169670041
979	1	0.01169411055
980	1	0.01169410826
981	1	0.01169402932
982	1	0.01167375171
983	1	0.01165551622
984	1	0.01165464939
985	1	0.01165464638
986	1	0.01164442793
987	1	0.01164074809
988	1	0.01162944427
989	1	0.0116156711
990	1	0.01159520235
991	1	0.01158724372
992	1	0.01158052029
993	1	0.01155128097
994	1	0.01154788501
995	1	0.01154788316
996	1	0.0115351078
997	1	0.01153510486
998	1	0.01152805446
999	1	0.01151516792
1000	1	0.01149952177
1001	1	0.01149950761
1002	1	0.01144426556
1003	1	0.01143160177
1004	1	0.01142713964
1005	1	0.01142710845
1006	1	0.01140623287
1007	1	0.01140525621
1008	1	0.01140524131
1009	1	0.01138339904
1010	1	0.01136173659
1011	1	0.01136169197
1012	1	0.0113285384
1013	1	0.01132378226
1014	1	0.01131851872
1015	1	0.01130687377
1016	1	0.01130686921
1017	1	0.01127846779
1018	1	0.01127448671
1019	1	0.01126056789
1020	1	0.01125329191
1021	1	0.01125133666
1022	1	0.0112247358
1023	1	0.01122280651
1024	1	0.01121924058
1025	1	0.01121923544
1026	1	0.01120472346
1027	1	0.0112001567
1028	1	0.01119244949
1029	1	0.01118397853
1030	1	0.01118240152
1031	1	0.01118238404
1032	1	0.01118228983
1033	1	0.01117301557
1034	1	0.01116423891
1035	1	0.01116421546
1036	1	0.01115590153
1037	1	0.01115589955
1038	1	0.01115588618
1039	1	0.01115587429
1040	1	0.01114429423
1041	1	0.01114428633
1042	1	0.01114425636
1043	1	0.01112934069
1044	1	0.01112931673
1045	1	0.01111680631
1046	1	0.01111547104
1047	1	0.01111546976
1048	1	0.01110527065
1049	1	0.01108884318
1050	1	0.01107087953
1051	1	0.01105870701
1052	1	0.01105868917
1053	1	0.01105310902
1054	1	0.01104140444
1055	1	0.01102985356
1056	1	0.0110172828
1057	1	0.01100468417
1058	1	0.01100468207
1059	1	0.01099313605
1060	1	0.01099254534
1061	1	0.01099254319
1062	1	0.01097810541
1063	1	0.01097164485
1064	1	0.01097158749
1065	1	0.01096761706
1066	1	0.01096505442
1067	1	0.01096504411
1068	1	0.0109520428
1069	1	0.01094987205
1070	1	0.01094986957
1071	1	0.01094150848
1072	1	0.01094008742
1073	1	0.01094002007
1074	1	0.01093141223
1075	1	0.01092965225
1076	1	0.01092824447
1077	1	0.01091450517
1078	1	0.01088745115
1079	1	0.01083067107
1080	1	0.010821384
1081	1	0.01082137953
1082	1	0.01077587412
1083	1	0.01077586932
1084	1	0.01077574578
1085	1	0.01073859604
1086	1	0.0107295217
1087	1	0.01070314981
1088	1	0.01070305753
1089	1	0.01066761214
1090	1	0.01064571638
1091	1	0.01064564282
1092	1	0.01064188995
1093	1	0.01064188514
1094	1	0.01063178658
1095	1	0.01062979371
1096	1	0.01059390359
1097	1	0.01055279512
1098	1	0.01055279216
1099	1	0.01054697801
1100	1	0.01054481419
1101	1	0.01054320899
1102	1	0.01054319719
1103	1	0.01051328902
1104	1	0.01049450374
1105	1	0.01044742193
1106	1	0.01044613636
1107	1	0.01043148414
1108	1	0.01042728756
1109	1	0.01039697089
1110	1	0.01039091968
1111	1	0.01037584449
1112	1	0.01037271168
1113	1	0.01034765821
1114	1	0.01030986119
1115	1	0.01029483417
1116	1	0.01027718705
1117	1	0.01025859734
1118	1	0.01024617277
1119	1	0.01021472775
1120	1	0.01021052408
1121	1	0.01020959075
1122	1	0.01020520392
1123	1	0.01020128656
