iter	Accuracy	Logloss
1124	1	0.01019154232
1125	1	0.01018062403
1126	1	0.01017903867
1127	1	0.01017588208
1128	1	0.01014607476
1129	1	0.0101452573
1130	1	0.01011273348
1131	1	0.01007282861
1132	1	0.01004978391
1133	1	0.01004829049
1134	1	0.01003842046
1135	1	0.01003648965
1136	1	0.01003124272
1137	1	0.01003002869
1138	1	0.0100300189
1139	1	0.01001124146
1140	1	0.00997861883
1141	1	0.009978617605
1142	1	0.009974831425
1143	1	0.009956828413
1144	1	0.009956827835
1145	1	0.009956707649
1146	1	0.009956671517
1147	1	0.009953358886
1148	1	0.0099533437
1149	1	0.009948395681
1150	1	0.009942423827
1151	1	0.009911247153
1152	1	0.009909799206
1153	1	0.009886560967
1154	1	0.009867534698
1155	1	0.009867534698
1156	1	0.009864039923
1157	1	0.009850664369
1158	1	0.009840483081
1159	1	0.009837243332
1160	1	0.009835829203
1161	1	0.009829661664
1162	1	0.009828330063
1163	1	0.009826396502
1164	1	0.009826368769
1165	1	0.009804021403
1166	1	0.009789667931
1167	1	0.009780062123
1168	1	0.009764609103
1169	1	0.009760938205
1170	1	0.009760892882
1171	1	0.009758817971
1172	1	0.009747997027
1173	1	0.009737163103
1174	1	0.009727066518
1175	1	0.009723130026
1176	1	0.00971602108
1177	1	0.009707704531
1178	1	0.009707702681
1179	1	0.009682019166
1180	1	0.009674328276
1181	1	0.009666035161
1182	1	0.009646525939
1183	1	0.009626136535
1184	1	0.009616776071
1185	1	0.009586546632
1186	1	0.009531181299
1187	1	0.009516045707
1188	1	0.009504410251
1189	1	0.009498562098
1190	1	0.009496861782
1191	1	0.009496837597
1192	1	0.009477960341
1193	1	0.009477904277
1194	1	0.009469893368
1195	1	0.009465478091
1196	1	0.009458730349
1197	1	0.009440613654
1198	1	0.009440594473
1199	1	0.009439019987
1200	1	0.009425318895
1201	1	0.009425314956
1202	1	0.009422007905
1203	1	0.009405938809
1204	1	0.009396937323
1205	1	0.009396930488
1206	1	0.009380402788
1207	1	0.009376601133
1208	1	0.009376581464
1209	1	0.009367616056
1210	1	0.009367612143
1211	1	0.009364388472
1212	1	0.009363794534
1213	1	0.00932410922
1214	1	0.009297587645
1215	1	0.009266764329
1216	1	0.009266761006
1217	1	0.009266724791
1218	1	0.009247686066
1219	1	0.009245108843
1220	1	0.009245101739
1221	1	0.009244195738
1222	1	0.009237196229
1223	1	0.009232251143
1224	1	0.00922868275
1225	1	0.009219206449
1226	1	0.009216034584
1227	1	0.009193772657
1228	1	0.009193674703
1229	1	0.009190388664
1230	1	0.009177997594
1231	1	0.009177542734
1232	1	0.009171444898
1233	1	0.009170148774
1234	1	0.009163062439
1235	1	0.009159670159
1236	1	0.009158960908
1237	1	0.009158947953
1238	1	0.009148163106
1239	1	0.009145073761
1240	1	0.009142119728
1241	1	0.009135770887
1242	1	0.009115676811
1243	1	0.009115667674
1244	1	0.00910336634
1245	1	0.009083359136
1246	1	0.009074538887
1247	1	0.009057712819
1248	1	0.009057689901
1249	1	0.009053620686
1250	1	0.009053603768
1251	1	0.009053513294
1252	1	0.009038241459
1253	1	0.009026570027
1254	1	0.00902655455
1255	1	0.009002839553
1256	1	0.009000917047
1257	1	0.00899801385
1258	1	0.008998011582
1259	1	0.008998004396
1260	1	0.008991645311
1261	1	0.0089900889
1262	1	0.008982198152
1263	1	0.008982176431
1264	1	0.008982175232
1265	1	0.00895937215
1266	1	0.008959371711
1267	1	0.008953403507
1268	1	0.008952163316
1269	1	0.008952111225
1270	1	0.008949413496
1271	1	0.0089420022
1272	1	0.008936385048
1273	1	0.008898724334
1274	1	0.008878083886
1275	1	0.008872334872
1276	1	0.008866481894
1277	1	0.008864919157
1278	1	0.008863884402
1279	1	0.008838993652
1280	1	0.008821658231
1281	1	0.008817839581
1282	1	0.008798698105
1283	1	0.008793683727
1284	1	0.008792351014
1285	1	0.008779856813
1286	1	0.00877302666
1287	1	0.008771019898
1288	1	0.008770991961
1289	1	0.008765749738
1290	1	0.008765744908
1291	1	0.00876574179
1292	1	0.008765695963
1293	1	0.008758041461
1294	1	0.008751383965
1295	1	0.008751378887
1296	1	0.008735656018
1297	1	0.008715506895
1298	1	0.008715494357
1299	1	0.008714131623
1300	1	0.008714125489
1301	1	0.008711174561
1302	1	0.008710436376
1303	1	0.008710432238
1304	1	0.00870691608
1305	1	0.008695110892
1306	1	0.008695081279
1307	1	0.008692071759
1308	1	0.008660316758
1309	1	0.008657462126
1310	1	0.008645157381
1311	1	0.008635091904
1312	1	0.008614921913
1313	1	0.008593969935
1314	1	0.008589428746
1315	1	0.00858673009
1316	1	0.008584015693
1317	1	0.008583992755
1318	1	0.008582618958
1319	1	0.008576597263
1320	1	0.008564637381
1321	1	0.008564636699
1322	1	0.00853562561
1323	1	0.008523817867
1324	1	0.008506013223
1325	1	0.00848598041
1326	1	0.008472265408
1327	1	0.00846255424
1328	1	0.008462527637
1329	1	0.00845657705
1330	1	0.008456572004
1331	1	0.008445217353
1332	1	0.008438447398
1333	1	0.008438418169
1334	1	0.008435801176
1335	1	0.008400703701
1336	1	0.008393436266
1337	1	0.008390487591
1338	1	0.008385313594
1339	1	0.008384791945
1340	1	0.008384781114
1341	1	0.008374577919
1342	1	0.008365097284
1343	1	0.008342253629
1344	1	0.008342251457
1345	1	0.008326661781
1346	1	0.008318933538
1347	1	0.008306945164
1348	1	0.008302058741
1349	1	0.00830204358
1350	1	0.008293170226
1351	1	0.008293159928
1352	1	0.008276446508
1353	1	0.008276443989
1354	1	0.008265786198
1355	1	0.008243750654
1356	1	0.008242467396
1357	1	0.008242455781
1358	1	0.008234056792
1359	1	0.008234055649
1360	1	0.008219075193
1361	1	0.008215891451
1362	1	0.008215889807
1363	1	0.008215872333
1364	1	0.00821586136
1365	1	0.00821584715
1366	1	0.008206967306
1367	1	0.00820695767
1368	1	0.008201664099
1369	1	0.008190074927
1370	1	0.008190062807
1371	1	0.008190030116
1372	1	0.008179396656
1373	1	0.008179391237
1374	1	0.008173751364
1375	1	0.008173735927
1376	1	0.008158422361
1377	1	0.008117481228
1378	1	0.008117479352
1379	1	0.008107578499
1380	1	0.008107096736
1381	1	0.008094765873
1382	1	0.008094764265
1383	1	0.00809474933
1384	1	0.008082068418
1385	1	0.0080820653
1386	1	0.008080026991
1387	1	0.008075032462
1388	1	0.008068645384
1389	1	0.008051478079
1390	1	0.008044772299
1391	1	0.008044707147
1392	1	0.008042517387
1393	1	0.008034545368
1394	1	0.00803449081
1395	1	0.008028671424
1396	1	0.008023359922
1397	1	0.008023342931
1398	1	0.008020384792
1399	1	0.008020307394
1400	1	0.008016917944
1401	1	0.00801391183
1402	1	0.008013909633
1403	1	0.008009147295
1404	1	0.008004556082
1405	1	0.008003683263
1406	1	0.008003672229
1407	1	0.007997092493
1408	1	0.007997092127
1409	1	0.007996801463
1410	1	0.007993353482
1411	1	0.007993347595
1412	1	0.007972600474
1413	1	0.007962692865
1414	1	0.007962680389
1415	1	0.007953546903
1416	1	0.00795352343
1417	1	0.007951733663
1418	1	0.007940642366
1419	1	0.007931888817
1420	1	0.007931885039
1421	1	0.007931877981
1422	1	0.007929527224
1423	1	0.007914778373
1424	1	0.007910298113
1425	1	0.007898518167
1426	1	0.007886928216
1427	1	0.007876884649
1428	1	0.007876880393
1429	1	0.007873158818
1430	1	0.007855476676
1431	1	0.007855475777
1432	1	0.007851598844
1433	1	0.007850219631
1434	1	0.007842031395
1435	1	0.007841971513
1436	1	0.007841947346
1437	1	0.007841944115
1438	1	0.007832328177
1439	1	0.007815379591
1440	1	0.007815377797
1441	1	0.007805732995
1442	1	0.007795883003
1443	1	0.0077958753
1444	1	0.007788445785
1445	1	0.007787442309
1446	1	0.007787442309
1447	1	0.007779237286
1448	1	0.00777922788
1449	1	0.007777028582
1450	1	0.007777012582
1451	1	0.007777006673
1452	1	0.007770525452
1453	1	0.007770517378
1454	1	0.007770507685
1455	1	0.007768389261
1456	1	0.007763700264
1457	1	0.007763699807
1458	1	0.007760906938
1459	1	0.007760013688
1460	1	0.007759858765
1461	1	0.007759853215
1462	1	0.007759851131
1463	1	0.007759849432
1464	1	0.007759843884
1465	1	0.00775984225
1466	1	0.007756482045
1467	1	0.007756436542
1468	1	0.007751780578
1469	1	0.007751771724
1470	1	0.007748695678
1471	1	0.007748686534
1472	1	0.007747442696
1473	1	0.007747377554
1474	1	0.007745547477
1475	1	0.007726214945
1476	1	0.007726200898
1477	1	0.007708362817
1478	1	0.007683316847
1479	1	0.007678625866
1480	1	0.007678598664
1481	1	0.007678597459
1482	1	0.007676815349
1483	1	0.007665063928
1484	1	0.00766490655
1485	1	0.007651333853
1486	1	0.007637936986
1487	1	0.007637935963
1488	1	0.007637930523
1489	1	0.007628167866
1490	1	0.00762816523
1491	1	0.00762816523
1492	1	0.007628164936
1493	1	0.007609815027
1494	1	0.007609814793
1495	1	0.007608037578
1496	1	0.007608037354
1497	1	0.007602098824
1498	1	0.007602090024
1499	1	0.007599436689
1500	1	0.007599435103
1501	1	0.007597050784
1502	1	0.007595602143
1503	1	0.007595601256
1504	1	0.007595595127
1505	1	0.007595595127
1506	1	0.007589323033
1507	1	0.007589252526
1508	1	0.007589250493
1509	1	0.007589248519
1510	1	0.007589234961
1511	1	0.00758923277
1512	1	0.00758923277
1513	1	0.007583825726
1514	1	0.00757212557
1515	1	0.007572116899
1516	1	0.007572115413
1517	1	0.00757208711
1518	1	0.007565493
1519	1	0.007565479499
1520	1	0.007562829702
1521	1	0.007561812162
1522	1	0.007553135737
1523	1	0.00755294997
1524	1	0.007552948149
1525	1	0.007547698762
1526	1	0.007547697958
1527	1	0.007546205616
1528	1	0.007544510818
1529	1	0.007543335092
1530	1	0.007543334255
1531	1	0.007543330097
1532	1	0.007540185225
1533	1	0.007539241521
1534	1	0.007539206029
1535	1	0.007529897371
1536	1	0.007529896971
1537	1	0.007522041614
1538	1	0.007508013249
1539	1	0.007507994451
1540	1	0.007507992254
1541	1	0.007507990649
1542	1	0.007507903508
1543	1	0.007507900932
1544	1	0.007507898566
1545	1	0.007507896369
1546	1	0.007507894004
1547	1	0.007507878747
1548	1	0.007507876551
1549	1	0.007505995762
1550	1	0.007505961119
1551	1	0.007505952779
1552	1	0.007505915579
1553	1	0.007501240956
1554	1	0.007501238766
1555	1	0.00749174213
1556	1	0.007484177606
1557	1	0.007474372875
1558	1	0.007446470235
1559	1	0.00744459728
1560	1	0.007415050646
1561	1	0.007415047578
1562	1	0.007414889793
1563	1	0.007414755335
1564	1	0.007414471634
1565	1	0.00741446635
1566	1	0.007414439584
1567	1	0.007403268538
1568	1	0.007403240492
1569	1	0.007392526783
1570	1	0.007385679752
1571	1	0.007385678058
1572	1	0.007373372049
1573	1	0.007357942876
1574	1	0.007357903251
1575	1	0.007357898429
1576	1	0.007343730474
1577	1	0.007343729543
1578	1	0.007341930725
1579	1	0.007341926571
1580	1	0.007331923023
1581	1	0.007331912404
1582	1	0.007331146029
1583	1	0.007331121513
1584	1	0.007321152708
1585	1	0.007312169097
1586	1	0.00731214843
1587	1	0.007288981578
1588	1	0.007288972875
1589	1	0.007288940808
1590	1	0.007288938659
1591	1	0.007283256538
1592	1	0.007271854066
1593	1	0.007271818086
1594	1	0.007267980648
1595	1	0.007267138471
1596	1	0.007267124771
1597	1	0.007243567421
1598	1	0.007232932851
1599	1	0.007231700731
1600	1	0.007231690576
1601	1	0.007230609155
1602	1	0.007214289185
1603	1	0.007214287056
1604	1	0.007213351809
1605	1	0.007212558571
1606	1	0.007198802544
1607	1	0.007198782306
1608	1	0.007194092852
1609	1	0.007183760448
1610	1	0.007174828918
1611	1	0.007163137495
1612	1	0.007163095774
1613	1	0.007162988917
1614	1	0.007151670385
1615	1	0.007146683272
1616	1	0.007138888353
1617	1	0.007133561621
1618	1	0.007131887526
1619	1	0.007131887526
1620	1	0.007120615461
1621	1	0.007105982037
1622	1	0.007095009213
1623	1	0.007095005253
1624	1	0.007094129559
1625	1	0.007084054359
1626	1	0.007084052921
1627	1	0.007073725442
1628	1	0.007073717353
1629	1	0.007073713425
1630	1	0.007073682533
1631	1	0.007067654725
1632	1	0.007067652781
1633	1	0.007067642379
1634	1	0.007067639727
1635	1	0.007066790977
1636	1	0.007066790746
1637	1	0.007066659554
1638	1	0.007066652883
1639	1	0.007066646214
1640	1	0.007056218101
1641	1	0.0070562171
1642	1	0.007054874553
1643	1	0.007045035157
1644	1	0.007045016945
1645	1	0.007045005884
1646	1	0.007044176288
1647	1	0.007043607763
1648	1	0.007038724708
1649	1	0.007037642945
1650	1	0.007036320122
1651	1	0.007035507318
1652	1	0.00703519197
1653	1	0.007027302736
1654	1	0.007017434819
1655	1	0.007017434432
1656	1	0.007016169348
1657	1	0.007015983421
1658	1	0.007010300797
1659	1	0.007010199686
1660	1	0.007010192278
1661	1	0.007010156847
1662	1	0.006991488147
1663	1	0.006974622542
1664	1	0.006974438275
1665	1	0.006973592029
1666	1	0.006973583021
1667	1	0.006973563568
1668	1	0.0069562234
1669	1	0.006951462313
1670	1	0.006948634456
1671	1	0.006948318755
1672	1	0.006947895078
1673	1	0.006944940066
1674	1	0.006944937194
1675	1	0.006942664462
1676	1	0.006931646523
1677	1	0.006929007352
1678	1	0.006929006749
1679	1	0.006925866762
1680	1	0.006925845726
1681	1	0.006924273563
1682	1	0.006924261785
1683	1	0.006916294539
1684	1	0.006916294153
1685	1	0.006914956395
1686	1	0.006910352024
1687	1	0.006910349081
1688	1	0.006910340414
1689	1	0.006902175773
1690	1	0.006902155729
1691	1	0.00689341634
1692	1	0.006893411756
1693	1	0.006893396951
1694	1	0.006893366721
1695	1	0.006892732991
1696	1	0.006888290904
1697	1	0.006888070302
1698	1	0.006888056294
1699	1	0.006888037357
1700	1	0.006888021423
1701	1	0.006887879067
1702	1	0.006887878104
1703	1	0.006878637588
1704	1	0.006878634296
1705	1	0.006873860413
1706	1	0.00687385367
1707	1	0.006873829819
1708	1	0.006873802511
1709	1	0.006873799368
1710	1	0.006873799368
1711	1	0.006873780593
1712	1	0.006873773196
1713	1	0.006865308284
1714	1	0.006865295912
1715	1	0.006865124689
1716	1	0.00686509602
1717	1	0.006865078448
1718	1	0.00686507056
1719	1	0.006865064282
1720	1	0.00685525594
1721	1	0.006855249873
1722	1	0.006849353575
1723	1	0.006849304925
1724	1	0.006848502306
1725	1	0.006848499564
1726	1	0.006848457438
1727	1	0.006848439772
1728	1	0.006848436018
1729	1	0.006848436018
1730	1	0.006839755111
1731	1	0.006839750876
1732	1	0.006839743887
1733	1	0.006839707775
1734	1	0.006838135383
1735	1	0.006838036087
1736	1	0.006837993168
1737	1	0.006837985696
1738	1	0.006836946949
1739	1	0.006836944989
1740	1	0.006836928852
1741	1	0.006828779129
1742	1	0.006828754537
1743	1	0.006828737722
1744	1	0.00682873617
1745	1	0.006818702753
1746	1	0.006818698994
1747	1	0.006818697387
1748	1	0.006817455525
1749	1	0.006817449653
1750	1	0.006815948488
1751	1	0.006815936266
1752	1	0.006808613077
1753	1	0.006808611117
1754	1	0.006808603535
1755	1	0.006808378631
1756	1	0.006808377685
1757	1	0.006808366041
1758	1	0.006808363467
1759	1	0.006808329478
1760	1	0.00679657095
1761	1	0.006794141643
1762	1	0.006794139878
1763	1	0.006791265515
1764	1	0.006791258503
1765	1	0.006791236902
1766	1	0.006791229894
1767	1	0.006789935303
1768	1	0.006789927115
1769	1	0.006789915087
1770	1	0.006789262875
1771	1	0.006789255519
1772	1	0.006789236716
1773	1	0.006788430815
1774	1	0.00678842255
1775	1	0.006788419717
1776	1	0.006788419717
1777	1	0.006784709438
1778	1	0.006784703646
1779	1	0.006778202917
1780	1	0.006777481853
1781	1	0.006774235527
1782	1	0.00677352015
1783	1	0.006773515839
1784	1	0.006768639124
1785	1	0.006755355458
1786	1	0.006755346063
1787	1	0.006744582904
1788	1	0.006744581302
1789	1	0.006744489491
1790	1	0.006727731385
1791	1	0.006725020923
1792	1	0.006725018391
1793	1	0.006725014686
1794	1	0.006725012805
1795	1	0.006724199179
1796	1	0.006724188281
1797	1	0.006711225877
1798	1	0.006705752527
1799	1	0.006705274618
1800	1	0.006687767432
1801	1	0.006687765446
1802	1	0.006680552253
1803	1	0.006677372138
1804	1	0.006677371318
1805	1	0.006677343965
1806	1	0.006663248762
1807	1	0.006657752202
1808	1	0.006647506754
1809	1	0.006647487022
1810	1	0.006645343984
1811	1	0.006645322169
1812	1	0.006645313563
1813	1	0.006645310903
1814	1	0.006645308178
1815	1	0.006645305734
1816	1	0.006634611783
1817	1	0.006634605302
1818	1	0.006631143469
1819	1	0.006631054226
1820	1	0.006631045912
1821	1	0.006631028634
1822	1	0.006631017036
1823	1	0.006631010304
1824	1	0.006630999374
1825	1	0.006630986974
1826	1	0.006629789053
1827	1	0.006629789053
1828	1	0.006624028173
1829	1	0.006609448083
1830	1	0.006609444213
1831	1	0.006604309267
1832	1	0.006604301581
1833	1	0.006602722062
1834	1	0.006597598645
1835	1	0.006597514932
1836	1	0.006575851342
1837	1	0.006562685727
1838	1	0.006561985017
1839	1	0.006561858872
1840	1	0.00656184607
1841	1	0.006553114536
1842	1	0.006553114069
1843	1	0.006542156991
1844	1	0.006542156606
1845	1	0.006535469776
1846	1	0.006529418005
1847	1	0.006505710506
1848	1	0.006502116245
1849	1	0.006502100489
1850	1	0.006502076485
1851	1	0.006501922279
1852	1	0.006501919684
1853	1	0.006501916546
1854	1	0.006501914946
1855	1	0.006501913347
1856	1	0.006501900126
1857	1	0.006484567446
1858	1	0.006484546192
1859	1	0.00647789163
1860	1	0.006477890769
1861	1	0.006477877977
1862	1	0.006477876654
1863	1	0.006477852986
1864	1	0.006476334135
1865	1	0.006476292371
1866	1	0.006476292371
1867	1	0.006467382541
1868	1	0.006467380727
1869	1	0.006467368215
1870	1	0.006467349721
1871	1	0.006467344528
1872	1	0.006467278997
1873	1	0.006467273086
1874	1	0.006467270712
1875	1	0.006467153535
1876	1	0.006467148404
1877	1	0.006467144396
1878	1	0.006467127405
1879	1	0.00644463474
1880	1	0.006430247719
1881	1	0.006411648396
1882	1	0.006411642216
1883	1	0.006411622293
1884	1	0.006411617269
1885	1	0.006411608609
1886	1	0.006402330261
1887	1	0.006402321217
1888	1	0.006391096119
1889	1	0.006391074798
1890	1	0.00639105255
1891	1	0.0063910416
1892	1	0.006391035339
1893	1	0.006391004072
1894	1	0.006390978737
1895	1	0.00638126574
1896	1	0.00638126167
1897	1	0.006381215233
1898	1	0.00638109964
1899	1	0.006381089939
1900	1	0.0063734405
1901	1	0.00635648817
1902	1	0.006356352425
1903	1	0.006356339952
1904	1	0.006346890378
1905	1	0.006346889526
1906	1	0.006346886125
1907	1	0.006346469178
1908	1	0.006335314621
1909	1	0.00633467112
1910	1	0.006333526967
1911	1	0.006333509879
1912	1	0.006333456293
1913	1	0.006333452674
1914	1	0.006326202795
1915	1	0.006315870462
1916	1	0.006315869384
1917	1	0.006305709709
1918	1	0.006301531565
1919	1	0.006301519149
1920	1	0.006301509357
1921	1	0.006301507561
1922	1	0.006301500607
1923	1	0.006300957081
1924	1	0.006300855354
1925	1	0.006300854545
1926	1	0.006300292553
1927	1	0.006300290658
1928	1	0.006299455126
1929	1	0.006290264353
1930	1	0.006290264101
1931	1	0.006290259354
1932	1	0.006280115021
1933	1	0.006280113609
1934	1	0.006280108802
1935	1	0.00628006145
1936	1	0.006280059922
1937	1	0.006273410553
1938	1	0.006273408784
1939	1	0.006273375717
1940	1	0.006273018339
1941	1	0.006269583157
1942	1	0.006269582729
1943	1	0.00626957101
1944	1	0.006265578882
1945	1	0.006265560676
1946	1	0.006265555366
1947	1	0.006264654573
1948	1	0.006264651259
1949	1	0.006253486508
1950	1	0.006253478452
1951	1	0.006253473868
1952	1	0.006253470934
1953	1	0.006253454331
1954	1	0.006253451973
1955	1	0.006253450436
1956	1	0.006250684262
1957	1	0.006250679947
1958	1	0.006242403313
1959	1	0.006241784036
1960	1	0.00624175397
1961	1	0.006240577742
1962	1	0.006240498133
1963	1	0.006235891831
1964	1	0.00623588224
1965	1	0.006232303626
1966	1	0.006224936069
1967	1	0.006224928192
1968	1	0.006224908743
1969	1	0.006224410062
1970	1	0.006224374916
1971	1	0.006215860939
1972	1	0.006209724306
1973	1	0.006209718179
1974	1	0.006209712682
1975	1	0.006209695323
1976	1	0.006208940414
1977	1	0.006208922737
1978	1	0.006208702266
1979	1	0.006208700756
1980	1	0.006192917261
1981	1	0.006172492304
1982	1	0.006172484495
1983	1	0.006172463868
1984	1	0.006171681016
1985	1	0.006171679101
1986	1	0.00616754912
1987	1	0.006161935211
1988	1	0.006139216416
1989	1	0.00613921156
1990	1	0.006139205846
1991	1	0.006139205254
1992	1	0.006138157103
1993	1	0.006137662344
1994	1	0.006137660125
1995	1	0.00613206585
1996	1	0.006132053219
1997	1	0.006132040277
1998	1	0.006131331541
1999	1	0.006131330102
2000	1	0.006123520788
2001	1	0.006123510185
2002	1	0.00612350857
2003	1	0.00612349587
2004	1	0.006112098364
2005	1	0.006112093213
2006	1	0.006112080318
2007	1	0.006112071574
2008	1	0.006107776209
2009	1	0.006107773142
2010	1	0.006107770398
2011	1	0.006100283492
2012	1	0.00610028238
2013	1	0.00610025158
2014	1	0.006098924453
2015	1	0.006095741252
2016	1	0.006095731263
2017	1	0.006092215053
2018	1	0.006092214148
2019	1	0.006092035184
2020	1	0.006092033559
2021	1	0.00608789619
2022	1	0.006087769253
2023	1	0.006087768009
2024	1	0.006087764738
2025	1	0.006087744839
2026	1	0.006087663247
2027	1	0.006087628589
2028	1	0.006087367856
2029	1	0.006087367301
2030	1	0.006087364549
2031	1	0.006081769255
2032	1	0.006081747834
2033	1	0.006081746184
2034	1	0.006077318945
2035	1	0.0060773156
2036	1	0.006076967356
2037	1	0.006076966126
2038	1	0.006068181863
2039	1	0.006067478922
2040	1	0.006066190943
2041	1	0.006066110678
2042	1	0.006066097333
2043	1	0.006064833099
2044	1	0.006064811549
2045	1	0.006062576767
2046	1	0.006062575949
2047	1	0.006062569691
2048	1	0.006062562206
2049	1	0.006062527975
2050	1	0.006062510468
2051	1	0.006061482411
2052	1	0.00606147432
2053	1	0.00605731323
2054	1	0.006052946297
2055	1	0.00605293145
2056	1	0.006052930328
2057	1	0.00605292397
2058	1	0.0060529231
2059	1	0.006052916749
2060	1	0.006052867291
2061	1	0.00604726002
2062	1	0.006047254031
2063	1	0.006047207548
2064	1	0.006036803385
2065	1	0.006030146518
2066	1	0.006029957987
2067	1	0.006029952805
2068	1	0.006028720306
2069	1	0.006022594629
2070	1	0.006019193607
2071	1	0.006019190326
2072	1	0.006018258399
2073	1	0.006018256219
2074	1	0.006010248517
2075	1	0.006010244961
2076	1	0.006010176117
2077	1	0.006002099328
2078	1	0.00600193083
2079	1	0.006001923403
2080	1	0.006001922759
2081	1	0.006001887141
2082	1	0.006000971077
2083	1	0.006000950368
2084	1	0.00600094967
2085	1	0.005999759232
2086	1	0.005999757825
